Date;FX_USD/PLN;FX_EUR/PLN;FX_CHF/PLN
2022-06-06;4.2675;4.588;4.4412
2022-06-07;4.2935;4.5855;4.4
2022-06-08;4.2904;4.5817;4.3834
2022-06-09;4.2764;4.5826;4.3696
2022-06-10;4.3363;4.603;4.4292
2022-06-13;4.4209;4.6313;4.4594
2022-06-14;4.4478;4.6548;4.4967
2022-06-15;4.4455;4.6642;4.4574
2022-06-17;4.463;4.6951;4.6223
2022-06-20;4.44;4.6731;4.5993
2022-06-21;4.3917;4.646;4.5511
2022-06-22;4.4338;4.659;4.5818
2022-06-23;4.4881;4.7096;4.6375
2022-06-24;4.4656;4.7094;4.6538
2022-06-27;4.4369;4.6965;4.6314
2022-06-28;4.4377;4.7004;4.6513
2022-06-29;4.4533;4.6809;4.6611
2022-06-30;4.4825;4.6806;4.6904
2022-07-01;4.5106;4.7176;4.7075
2022-07-04;4.5032;4.7002;4.6911
2022-07-05;4.5947;4.7358;4.7641
2022-07-06;4.6796;4.7942;4.8287
2022-07-07;4.7029;4.7965;4.8418
2022-07-08;4.7417;4.7958;4.8528
2022-07-11;4.7416;4.7976;4.8409
2022-07-12;4.8284;4.8337;4.9031
2022-07-13;4.8221;4.8399;4.9269
2022-07-14;4.8274;4.8371;4.9035
2022-07-15;4.7966;4.8115;4.893
2022-07-18;4.7152;4.777;4.8387
2022-07-19;4.6594;4.7731;4.8036
2022-07-20;4.6524;4.7603;4.7982
2022-07-21;4.6682;4.7578;4.8008
2022-07-22;4.692;4.7643;4.8479
2022-07-25;4.6171;4.7196;4.7917
2022-07-26;4.6222;4.7183;4.7943
2022-07-27;4.7142;4.7811;4.9039
2022-07-28;4.6952;4.7973;4.904
2022-07-29;4.6365;4.7399;4.8682
2022-08-01;4.629;4.7475;4.873
2022-08-02;4.5984;4.7092;4.8322
2022-08-03;4.6164;4.7032;4.8127
2022-08-04;4.634;4.723;4.8226
2022-08-05;4.6024;4.7053;4.8153
2022-08-08;4.6127;4.7013;4.8137
2022-08-09;4.5919;4.7021;4.8239
2022-08-10;4.6112;4.7138;4.8454
2022-08-11;4.5206;4.6745;4.8134
2022-08-12;4.5459;4.6832;4.8318
2022-08-16;4.6282;4.6928;4.8784
2022-08-17;4.6119;4.6921;4.85
2022-08-18;4.6468;4.7244;4.8733
2022-08-19;4.7061;4.748;4.9159
2022-08-22;4.7427;4.7493;4.9444
2022-08-23;4.803;4.7706;4.9696
2022-08-24;4.8029;4.7772;4.9916
2022-08-25;4.7546;4.7584;4.9415
2022-08-26;4.7465;4.7413;4.9196
2022-08-29;4.7821;4.7529;4.9342
2022-08-30;4.721;4.7328;4.8679
2022-08-31;4.736;4.7265;4.8467
2022-09-01;4.6959;4.7133;4.8112
2022-09-02;4.7276;4.7144;4.8237
2022-09-05;4.769;4.7263;4.8487
2022-09-06;4.7367;4.7168;4.8311
2022-09-07;4.7584;4.7137;4.8413
2022-09-08;4.7268;4.7244;4.8438
2022-09-09;4.6599;4.7098;4.8693
2022-09-12;4.6225;4.7113;4.8428
2022-09-13;4.6363;4.7082;4.8752
2022-09-14;4.7233;4.7195;4.9174
2022-09-15;4.7202;4.7164;4.9137
2022-09-16;4.7384;4.7176;4.9134
2022-09-19;4.7255;4.7142;4.8864
2022-09-20;4.7118;4.7165;4.8772
2022-09-21;4.7919;4.7449;4.9687
2022-09-22;4.8343;4.7758;4.9621
2022-09-23;4.8796;4.7591;4.9701
2022-09-26;4.9113;4.7566;4.9846
2022-09-27;4.9476;4.7616;5.0135
2022-09-28;5.0381;4.8147;5.071
2022-09-29;5.0328;4.8637;5.12
2022-09-30;4.9533;4.8698;5.0714
2022-10-03;4.9207;4.8272;4.9806
2022-10-04;4.8615;4.8007;4.9215
2022-10-05;4.838;4.8128;4.9299
2022-10-06;4.8989;4.8445;4.9874
2022-10-07;4.9588;4.8606;5.0065
2022-10-10;5.0239;4.8677;5.0372
2022-10-11;5.0171;4.8711;5.0179
2022-10-12;5.0014;4.8536;5.0231
2022-10-13;4.9905;4.8468;4.9964
2022-10-14;4.9569;4.833;4.9526
2022-10-17;4.9522;4.8229;4.9392
2022-10-18;4.8929;4.8092;4.9091
2022-10-19;4.8892;4.7997;4.8899
2022-10-20;4.9024;4.7955;4.8717
2022-10-21;4.9;4.7804;4.852
2022-10-24;4.8669;4.7866;4.8612
2022-10-25;4.8499;4.7805;4.8359
2022-10-26;4.7538;4.7723;4.8203
2022-10-27;4.7216;4.7504;4.7798
2022-10-28;4.7477;4.7199;4.7705
2022-10-31;4.734;4.7089;4.7376
2022-11-02;4.7485;4.7039;4.7656
2022-11-03;4.8291;4.7101;4.7697
2022-11-04;4.7975;4.6898;4.7523
2022-11-07;4.6926;4.6858;4.731
2022-11-08;4.6893;4.6912;4.7417
2022-11-09;4.6817;4.7037;4.7467
2022-11-10;4.7328;4.7146;4.7905
2022-11-14;4.5383;4.6794;4.7977
2022-11-15;4.5143;4.6985;4.8059
2022-11-16;4.505;4.6942;4.7888
2022-11-17;4.5387;4.7039;4.7909
2022-11-18;4.5337;4.7067;4.7675
2022-11-21;4.5991;4.7035;4.7944
2022-11-22;4.5844;4.7075;4.7977
2022-11-23;4.548;4.6958;4.7807
2022-11-24;4.5101;4.6993;4.7808
2022-11-25;4.5111;4.6884;4.7729
2022-11-28;4.4827;4.6835;4.7555
2022-11-29;4.5164;4.6813;4.7449
2022-11-30;4.5066;4.6684;4.7421
2022-12-01;4.4911;4.6892;4.758
2022-12-02;4.4492;4.685;4.7576
2022-12-05;4.4415;4.6898;4.7542
2022-12-06;4.4787;4.6995;4.7472
2022-12-07;4.4834;4.6968;4.7608
2022-12-08;4.476;4.6976;4.7496
2022-12-09;4.4351;4.6821;4.7474
2022-12-12;4.4424;4.6912;4.7624
2022-12-13;4.4527;4.6945;4.7551
2022-12-14;4.3973;4.6886;4.7439
2022-12-15;4.41;4.6843;4.7482
2022-12-16;4.4227;4.6934;4.7564
2022-12-19;4.4153;4.6886;4.7453
2022-12-20;4.4001;4.6804;4.7524
2022-12-21;4.3947;4.6648;4.7443
2022-12-22;4.3726;4.6551;4.7358
2022-12-23;4.37;4.6364;4.6925
2022-12-27;4.3671;4.6558;4.7035
2022-12-28;4.4127;4.6938;4.7438
2022-12-29;4.4078;4.6969;4.7725
2022-12-30;4.4018;4.6899;4.7679
